x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,knee_off,waist_diff,hip_amp,sport_type,quality
0.49624717235565186,0.32337242364883423,0.49898186326026917,0.3191916346549988,0.5015413761138916,0.3197917938232422,0.5042012333869934,0.32065925002098083,0.4932568669319153,0.32136356830596924,0.4915386438369751,0.3233027756214142,0.4899024963378906,0.3255299925804138,0.5086021423339844,0.3362864553928375,0.48805850744247437,0.34260889887809753,0.5003318190574646,0.335252046585083,0.494058221578598,0.3375054895877838,0.5363792777061462,0.3948483467102051,0.47245562076568604,0.3924705386161804,0.563904345035553,0.3022007942199707,0.4474567174911499,0.29669976234436035,0.5731213688850403,0.18697038292884827,0.44085344672203064,0.1835840940475464,0.5778802037239075,0.16478756070137024,0.44028154015541077,0.16352447867393494,0.5726487636566162,0.16291362047195435,0.4486766457557678,0.16197293996810913,0.5696306228637695,0.16906505823135376,0.4509534239768982,0.16858118772506714,0.5208461880683899,0.6129587888717651,0.4809001088142395,0.6160449385643005,0.5110619068145752,0.776890754699707,0.48385873436927795,0.7735363841056824,0.505629301071167,0.946835994720459,0.4866756796836853,0.9441723823547363,0.5038902163505554,0.9611252546310425,0.4894144833087921,0.9566243290901184,0.5046622157096863,1.002281665802002,0.48759058117866516,0.996020495891571,178.41529206573858,0.03994607925415039,0.33387720584869385,pull Up,good
0.49689266085624695,0.3220331370830536,0.500024676322937,0.31847789883613586,0.5025597810745239,0.31920936703681946,0.5052130222320557,0.3202657997608185,0.49430716037750244,0.3206609785556793,0.4925176203250885,0.3227405846118927,0.49082425236701965,0.3251303732395172,0.509556233882904,0.33617544174194336,0.4887118935585022,0.3424322307109833,0.5007050633430481,0.33442333340644836,0.4943404793739319,0.33653852343559265,0.5367206335067749,0.39446088671684265,0.4724026918411255,0.39153072237968445,0.5646210312843323,0.2993251085281372,0.44711893796920776,0.2959403097629547,0.573493242263794,0.1851365566253662,0.4412303864955902,0.18168245255947113,0.5786358714103699,0.16388437151908875,0.4403230845928192,0.16193075478076935,0.5729601383209229,0.16247881948947906,0.4489615261554718,0.16099588572978973,0.5698326826095581,0.16845610737800598,0.45158571004867554,0.1679183393716812,0.5201022624969482,0.6127700805664062,0.4813072979450226,0.6140561103820801,0.510642945766449,0.7739978432655334,0.48511531949043274,0.7722746133804321,0.5055451393127441,0.9436630010604858,0.487384170293808,0.9390304088592529,0.5038089752197266,0.957547128200531,0.48946714401245117,0.9508280158042908,0.5042937397956848,1.0026782751083374,0.48787879943847656,0.995094358921051,178.3632830916368,0.03879496455192566,0.3308929204940796,pull Up,good
0.49834367632865906,0.32105496525764465,0.5017720460891724,0.31804007291793823,0.504357635974884,0.3189249038696289,0.5069926381111145,0.320148229598999,0.49578824639320374,0.32014575600624084,0.493834525346756,0.3223377466201782,0.4919285774230957,0.324875146150589,0.5110265016555786,0.3362043797969818,0.4890316426753998,0.3424319624900818,0.5018782019615173,0.3341502547264099,0.49526074528694153,0.3359651267528534,0.5368545651435852,0.39489731192588806,0.4722020924091339,0.39153409004211426,0.56490558385849,0.29931825399398804,0.44705459475517273,0.29592737555503845,0.5737418532371521,0.1851511001586914,0.4413507580757141,0.18105056881904602,0.579081654548645,0.16386725008487701,0.4403593838214874,0.1610797494649887,0.5732437968254089,0.1624947339296341,0.4490791857242584,0.16055428981781006,0.5700436234474182,0.16857974231243134,0.4517766535282135,0.16770347952842712,0.5200542211532593,0.6135514974594116,0.48150572180747986,0.614084780216217,0.5105897188186646,0.773597776889801,0.4854181706905365,0.7722903490066528,0.5055754780769348,0.9422240257263184,0.487640917301178,0.9377886056900024,0.5037968754768372,0.9561982154846191,0.4894578754901886,0.9494147300720215,0.5043721795082092,1.0029847621917725,0.4882109761238098,0.994941771030426,178.31893159122004,0.03854849934577942,0.32867252826690674,pull Up,good
0.4994971454143524,0.3204880356788635,0.5029768943786621,0.31790754199028015,0.5055710077285767,0.31883561611175537,0.5082365870475769,0.32011932134628296,0.49686458706855774,0.3200058341026306,0.4948635697364807,0.3222224712371826,0.49288317561149597,0.32479530572891235,0.5124416351318359,0.3362247943878174,0.48957958817481995,0.3424314856529236,0.5028026700019836,0.33345016837120056,0.4962782859802246,0.3350992798805237,0.5372734069824219,0.39484575390815735,0.4721890985965729,0.39067769050598145,0.5649013519287109,0.2988855242729187,0.4470044672489166,0.2958795726299286,0.5737994909286499,0.18504051864147186,0.4416707456111908,0.18084894120693207,0.5792140364646912,0.16385261714458466,0.4406329393386841,0.16110014915466309,0.5733768343925476,0.1624995768070221,0.44938334822654724,0.1605473905801773,0.570130467414856,0.1686410903930664,0.4521426558494568,0.16767524182796478,0.5200476050376892,0.613572359085083,0.48191672563552856,0.613896369934082,0.510589063167572,0.7735241055488586,0.48564672470092773,0.7719154357910156,0.5055736303329468,0.9421353340148926,0.4876638352870941,0.9380367994308472,0.5037384629249573,0.9563303589820862,0.489380419254303,0.9494825601577759,0.504403829574585,1.002528429031372,0.4881855249404907,0.9950529932975769,178.31962008957956,0.038130879402160645,0.32856297492980957,pull Up,good
0.4997895658016205,0.3205631971359253,0.5032649040222168,0.317905068397522,0.5058795213699341,0.31883504986763,0.5085703134536743,0.32012683153152466,0.497151255607605,0.3200053572654724,0.49514397978782654,0.3222225606441498,0.49315622448921204,0.324797123670578,0.512806236743927,0.33624354004859924,0.48966628313064575,0.3424370288848877,0.5031297206878662,0.3339686095714569,0.49650681018829346,0.3354370594024658,0.537380039691925,0.39509573578834534,0.47218623757362366,0.39050519466400146,0.5648967027664185,0.29889145493507385,0.4469354450702667,0.2958855926990509,0.573826789855957,0.18503883481025696,0.4417136609554291,0.18085984885692596,0.5792524814605713,0.16386078298091888,0.44070225954055786,0.16111819446086884,0.5734964609146118,0.16251277923583984,0.44942209124565125,0.1605483442544937,0.5702198147773743,0.16869673132896423,0.4521549642086029,0.16768048703670502,0.5201228260993958,0.6137182116508484,0.48217442631721497,0.6140768527984619,0.5107925534248352,0.7735472321510315,0.4856733977794647,0.7720205187797546,0.5056162476539612,0.9422191381454468,0.4876626431941986,0.9381887316703796,0.5037477612495422,0.9568704962730408,0.48925215005874634,0.9504144787788391,0.5051878094673157,1.0025477409362793,0.4879371225833893,0.9950726628303528,178.4168355886295,0.037948399782180786,0.3285009264945984,pull Up,good
0.5003697872161865,0.3197348117828369,0.5037761926651001,0.3172569274902344,0.5062407851219177,0.3182772696018219,0.5087894201278687,0.31970664858818054,0.4979294538497925,0.3192298412322998,0.49605849385261536,0.32141736149787903,0.49417340755462646,0.3240446448326111,0.5127687454223633,0.33616089820861816,0.49080339074134827,0.34212562441825867,0.5034262537956238,0.33357861638069153,0.4970020651817322,0.3349321782588959,0.5371602177619934,0.3951203227043152,0.47220808267593384,0.3900204598903656,0.5649214386940002,0.2989148199558258,0.4469354748725891,0.29589563608169556,0.5739396214485168,0.18499164283275604,0.44191649556159973,0.18084865808486938,0.5793254971504211,0.16385892033576965,0.4409525692462921,0.16116102039813995,0.5736933350563049,0.16252359747886658,0.44978073239326477,0.1605672836303711,0.5704280138015747,0.16875605285167694,0.45257845520973206,0.16770027577877045,0.5199137926101685,0.6139609813690186,0.4836934208869934,0.6141355633735657,0.5094574689865112,0.7736496925354004,0.48642781376838684,0.77196204662323,0.5036460757255554,0.9423278570175171,0.4877282381057739,0.9383214712142944,0.5016842484474182,0.9573153853416443,0.489215224981308,0.9506230354309082,0.5023350119590759,1.0025160312652588,0.4874415099620819,0.9942017793655396,178.2268592659061,0.03622037172317505,0.32836687564849854,pull Up,good
0.5008461475372314,0.3192252516746521,0.504534900188446,0.31718459725379944,0.5070324540138245,0.31824156641960144,0.5096070170402527,0.3197009563446045,0.49849385023117065,0.31909140944480896,0.4966468811035156,0.3212646245956421,0.49477043747901917,0.32389476895332336,0.5136026740074158,0.33619970083236694,0.4912012815475464,0.34209421277046204,0.5039882063865662,0.3328930139541626,0.4974367022514343,0.33401861786842346,0.5379127860069275,0.39473041892051697,0.4719321131706238,0.3882325291633606,0.565088152885437,0.2981245219707489,0.44682827591896057,0.29554662108421326,0.5740134716033936,0.18483500182628632,0.44188547134399414,0.18083657324314117,0.5793231129646301,0.16388285160064697,0.4409625232219696,0.16122202575206757,0.5736939311027527,0.16252535581588745,0.4497780501842499,0.16057507693767548,0.5704425573348999,0.16876082122325897,0.45255789160728455,0.16769106686115265,0.5199455618858337,0.6134672164916992,0.48369312286376953,0.6134910583496094,0.5094096660614014,0.7728772759437561,0.48645418882369995,0.7695450186729431,0.5031493902206421,0.9423810839653015,0.48773449659347534,0.9381584525108337,0.5011780261993408,0.9575251936912537,0.4891248345375061,0.9507771730422974,0.5018693208694458,1.0019563436508179,0.48723548650741577,0.9937450289726257,178.33378808358924,0.03625243902206421,0.3289138674736023,pull Up,good
0.5017936825752258,0.31919723749160767,0.505551815032959,0.31724056601524353,0.5080057978630066,0.31836238503456116,0.5105835199356079,0.319964736700058,0.4993320107460022,0.31913256645202637,0.4974624514579773,0.321334570646286,0.4955596625804901,0.32401400804519653,0.5142477750778198,0.33668509125709534,0.49178844690322876,0.3423183262348175,0.5048559308052063,0.3328807055950165,0.49803876876831055,0.3340042531490326,0.5382894277572632,0.3945113718509674,0.47175756096839905,0.38823291659355164,0.5651472210884094,0.2980298101902008,0.44683676958084106,0.2954992353916168,0.5740328431129456,0.1846817433834076,0.4418599307537079,0.1808660477399826,0.579323410987854,0.16383540630340576,0.4409366548061371,0.1614387333393097,0.5737141966819763,0.16252495348453522,0.44970130920410156,0.16069351136684418,0.570468008518219,0.16871240735054016,0.45250269770622253,0.16778863966464996,0.5202205181121826,0.612770140171051,0.4839480519294739,0.6124417185783386,0.5094143748283386,0.7726645469665527,0.48660051822662354,0.768385112285614,0.5026079416275024,0.9424141645431519,0.4877302050590515,0.9382530450820923,0.50063157081604,0.9581045508384705,0.4889940619468689,0.9516992568969727,0.5017868280410767,1.0019372701644897,0.4864337742328644,0.9934850335121155,178.4298118150289,0.03627246618270874,0.32964402437210083,pull Up,good
0.502081573009491,0.3189534544944763,0.5056342482566833,0.31707844138145447,0.5079798102378845,0.31821638345718384,0.5104685425758362,0.3198402523994446,0.4996904134750366,0.3189777135848999,0.49789831042289734,0.3211957514286041,0.4960884153842926,0.3238990008831024,0.5141850709915161,0.3366347551345825,0.4926396906375885,0.34228837490081787,0.5049499273300171,0.3328086733818054,0.49832814931869507,0.33393603563308716,0.5379750728607178,0.39445510506629944,0.4720486104488373,0.3887501657009125,0.5648714303970337,0.2976277470588684,0.44879549741744995,0.2957842946052551,0.5739707946777344,0.18456432223320007,0.4419415295124054,0.18089376389980316,0.5792627334594727,0.16379882395267487,0.44091516733169556,0.16164807975292206,0.5736570358276367,0.16253213584423065,0.4496895968914032,0.16078314185142517,0.5704196095466614,0.16870664060115814,0.4525327682495117,0.16793084144592285,0.5200555920600891,0.6128166317939758,0.48516911268234253,0.6124729514122009,0.5088655352592468,0.7758845686912537,0.48783132433891296,0.7702146172523499,0.501476526260376,0.9436641931533813,0.48780402541160583,0.9396958947181702,0.4993124008178711,0.959876298904419,0.488988995552063,0.9541700482368469,0.5018260478973389,1.0034302473068237,0.4864467680454254,0.9940533638000488,178.59607482081674,0.03488647937774658,0.3308475613594055,pull Up,good
0.502000629901886,0.31883761286735535,0.5055339932441711,0.3171023428440094,0.5079334378242493,0.3182433247566223,0.5102186799049377,0.3198646605014801,0.4997002184391022,0.3190106153488159,0.49803367257118225,0.321237713098526,0.49640408158302307,0.32394370436668396,0.5137014985084534,0.3366486132144928,0.49382516741752625,0.34244394302368164,0.5049126148223877,0.33200111985206604,0.49851253628730774,0.33327752351760864,0.5376265645027161,0.3942303955554962,0.47296518087387085,0.3885931074619293,0.5646533370018005,0.29706206917762756,0.44997626543045044,0.2958461344242096,0.5738610029220581,0.1842651218175888,0.4423066973686218,0.18070921301841736,0.5790477395057678,0.1637917160987854,0.4409363567829132,0.16165882349014282,0.5734137892723083,0.16254118084907532,0.4498339295387268,0.16073626279830933,0.5702499151229858,0.16867183148860931,0.4529365003108978,0.16787047684192657,0.5171939730644226,0.6145763993263245,0.4886161983013153,0.6130303740501404,0.5055480599403381,0.7796990275382996,0.4911643862724304,0.7725358009338379,0.49730005860328674,0.946357786655426,0.4896341562271118,0.9402520656585693,0.49601998925209045,0.9615808725357056,0.49076443910598755,0.9543371200561523,0.4952763020992279,1.005712628364563,0.48677119612693787,0.9940505623817444,178.79895051588005,0.0285777747631073,0.33178138732910156,pull Up,good
